id,name,slug,status,twitter,twitter_handles,parent,appeal_agency,url,foia_logs,foia_guide,public_notes,absolute_url,average_response_time,fee_rate,success_rate,has_portal,has_email,has_fax,has_address,number_requests,number_requests_completed,number_requests_rejected,number_requests_no_docs,number_requests_ack,number_requests_resp,number_requests_fix,number_requests_appeal,number_requests_pay,number_requests_partial,number_requests_lawsuit,number_requests_withdrawn,jurisdiction name,jurisdiction parent,jurisdiction level
18982,Research Foundation Of State University Of New York,research-foundation-of-state-university-of-new-york,approved,,,,,https://www.rfsuny.org/contacts/freedom-of-information-requests/,,,,https://www.muckrock.com/agency/albany-720/research-foundation-of-state-university-of-new-york-18982/,33,0,0,False,True,False,True,1,0,0,1,0,0,0,0,0,0,0,0,Albany,New York,l
18985,"Rep. Nick Duran, Florida State House",rep-nick-duran-florida-state-house,approved,,,,,,,,,https://www.muckrock.com/agency/tallahassee-10211/rep-nick-duran-florida-state-house-18985/,0,0,0,False,True,False,True,1,0,0,1,0,0,0,0,0,0,0,0,Tallahassee,Florida,l
19023,State Council Of Higher Education,state-council-of-higher-education,approved,,,,,https://www.schev.edu/index/institutional/Boardsofvisitors/foia,,,,https://www.muckrock.com/agency/richmond-151/state-council-of-higher-education-19023/,4,0,0,False,False,True,True,1,0,0,1,0,0,0,0,0,0,0,0,Richmond,Virginia,l
19035,State Department Office to Monitor and Combat Trafficking in Persons,the-presidents-interagency-task-force,approved,,,,,https://foia.state.gov/,,,,https://www.muckrock.com/agency/united-states-of-america-10/the-presidents-interagency-task-force-19035/,0,0,0,True,True,True,True,1,0,0,0,0,1,0,0,0,0,0,0,United States of America,,f
19089,Washington State Department Of Transportation,washington-state-department-of-transportation,approved,,,,,https://www.wsdot.wa.gov/Contact/PublicDisclosure/default.htm,,,,https://www.muckrock.com/agency/olympia-68/washington-state-department-of-transportation-19089/,0,0,0,False,False,True,True,1,0,0,0,0,0,1,0,0,0,0,0,Olympia,Washington,l
19162,Pennsylvania Office Of The State Treasurer,pennsylvania-office-of-the-state-treasurer,approved,,,,,https://www.patreasury.gov/right-to-know/,,,,https://www.muckrock.com/agency/harrisburg-27723/pennsylvania-office-of-the-state-treasurer-19162/,39,0,0,False,True,False,True,1,0,0,1,0,0,0,0,0,0,0,0,Harrisburg,Pennsylvania,l
19351,State Of Rhode Island Ethics Commission,state-of-rhode-island-ethics-commission,approved,,,,,http://www.ethics.ri.gov/misc/APRAGuidelines.htm,,,,https://www.muckrock.com/agency/united-states-of-america-10/state-of-rhode-island-ethics-commission-19351/,2,0,100,False,True,False,True,1,1,0,0,0,0,0,0,0,0,0,0,United States of America,,f
19352,Michigan State Housing Development Authority,michigan-state-housing-development-authority,approved,,,,,"https://www.michigan.gov/mshda/0,4641,7-141--358142--,00.html",,,,https://www.muckrock.com/agency/lansing-310/michigan-state-housing-development-authority-19352/,0,0,0,False,True,False,True,1,0,0,0,0,0,1,0,0,0,0,0,Lansing,Michigan,l
968,Bay State Correctional Center Library,bay-state-correctional-center-library,approved,,,,,http://www.mass.gov/eopss/agencies/doc/,,,,https://www.muckrock.com/agency/norfolk-county-217/bay-state-correctional-center-library-968/,0,0,0,False,False,True,True,0,0,0,0,0,0,0,0,0,0,0,0,Norfolk County,Massachusetts,l
3502,Office of the State Auditor,office-state-auditor,approved,,,,,http://archives.state.ut.us/StateGovtAgencies.pdf,,,,https://www.muckrock.com/agency/utah-234/office-state-auditor-3502/,0,0,0,False,True,False,True,0,0,0,0,0,0,0,0,0,0,0,0,Utah,United States of America,s
3504,State Building Board,state-building-board,approved,,,,,http://archives.state.ut.us/StateGovtAgencies.pdf,,,,https://www.muckrock.com/agency/utah-234/state-building-board-3504/,0,0,0,False,True,False,True,0,0,0,0,0,0,0,0,0,0,0,0,Utah,United States of America,s
4395,"New York State Division of Homeland Security and Emergency Services, Office of Counter Terrorism",new-york-state-division-homel-security-emergency-services-office-counter-terrorism,approved,,,,,http://www.dhses.ny.gov/contact/index.cfm#foil,,,,https://www.muckrock.com/agency/new-york-16/new-york-state-division-homel-security-emergency-services-office-counter-terrorism-4395/,0,0,0,False,True,True,True,0,0,0,0,0,0,0,0,0,0,0,0,New York,United States of America,s
4400,Maryland State Highway Administration,maryland-state-highway-administration,approved,,,,,,,,,https://www.muckrock.com/agency/maryland-154/maryland-state-highway-administration-4400/,0,0,0,False,True,False,True,0,0,0,0,0,0,0,0,0,0,0,0,Maryland,United States of America,s
4877,Washington State Department of Transportation - Ferries,washington-state-ferries,approved,,,,,,,,,https://www.muckrock.com/agency/washington-54/washington-state-ferries-4877/,0,0,0,False,True,False,True,0,0,0,0,0,0,0,0,0,0,0,0,Washington,United States of America,s
6314,Maryland State Treasurer,maryland-state-treasurer,approved,,,,,,,,,https://www.muckrock.com/agency/maryland-154/maryland-state-treasurer-6314/,0,0,0,False,True,False,True,0,0,0,0,0,0,0,0,0,0,0,0,Maryland,United States of America,s
6425,Washington State Public Disclosure Commission,public-disclosure-commission,approved,,,,,http://www.pdc.wa.gov,,,,https://www.muckrock.com/agency/washington-54/public-disclosure-commission-6425/,0,0,0,False,True,True,True,0,0,0,0,0,0,0,0,0,0,0,0,Washington,United States of America,s
6565,Department of State FOIA Appeals [APPEALS],department-state-foia-appeals-appeals,approved,,,,,,,,,https://www.muckrock.com/agency/united-states-of-america-10/department-state-foia-appeals-appeals-6565/,0,0,0,False,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,United States of America,,f
7203,Morton County State's Attorney,morton-county-states-attorney,approved,,,,,http://www.ndcourts.gov/court/counties/st_attys/morton.htm,,,,https://www.muckrock.com/agency/morton-county-23632/morton-county-states-attorney-7203/,0,0,0,False,True,True,True,0,0,0,0,0,0,0,0,0,0,0,0,Morton County,North Dakota,l
8061,Secretary of State,secretary-of-state,approved,,,,,,,,,https://www.muckrock.com/agency/missouri-299/secretary-of-state-8061/,0,0,0,False,True,True,True,0,0,0,0,0,0,0,0,0,0,0,0,Missouri,United States of America,s
8079,secretary of state,secretary-of-state,approved,,,,,,,,,https://www.muckrock.com/agency/wyoming-305/secretary-of-state-8079/,0,0,0,False,True,False,False,0,0,0,0,0,0,0,0,0,0,0,0,Wyoming,United States of America,s
8131,"State of Pennsylvania, Office of Open Records",state-pennsylvania-office-open-records,approved,,,,,,,,,https://www.muckrock.com/agency/pennsylvania-126/state-pennsylvania-office-open-records-8131/,0,0,0,False,True,False,True,0,0,0,0,0,0,0,0,0,0,0,0,Pennsylvania,United States of America,s
8545,"Florida State Attorney, 18th District (Seminole)",florida-state-attorney-18th-district-seminole,approved,,,,,,,,,https://www.muckrock.com/agency/seminole-county-195/florida-state-attorney-18th-district-seminole-8545/,0,0,0,False,True,True,True,0,0,0,0,0,0,0,0,0,0,0,0,Seminole County,Florida,l
8689,Department of Natural Resources - Technology Assessment Division/State Energy Office,energy,approved,,,,,http://www.dnr.louisiana.gov/index.cfm?md=pagebuilder&tmp=home&pid=35&ngid=2,,,,https://www.muckrock.com/agency/louisiana-233/energy-8689/,0,0,0,False,True,True,True,0,0,0,0,0,0,0,0,0,0,0,0,Louisiana,United States of America,s
8836,Pacific States Marine Fisheries Commission,department-of-commerce-pacific-states-marine-fisheries-commission-regional-committee-on-marking-and-tagging,approved,,,,,http://www.psmfc.org/psmfc-info,,,,https://www.muckrock.com/agency/united-states-of-america-10/department-of-commerce-pacific-states-marine-fisheries-commission-regional-committee-on-marking-and-tagging-8836/,0,0,0,False,True,True,True,0,0,0,0,0,0,0,0,0,0,0,0,United States of America,,f
8938,Alabama state university,alabama-state-university,approved,,,,,http://www.alasu.edu/contact/index.aspx,,,,https://www.muckrock.com/agency/new-york-16/alabama-state-university-8938/,0,0,0,False,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,New York,United States of America,s
9901,New York State Division of Homes and Community Renewal [APPEALS],new-york-state-division-homes-and-community-renewal,approved,,,,,,,,,https://www.muckrock.com/agency/new-york-16/new-york-state-division-homes-and-community-renewal-9901/,0,0,0,False,True,False,True,0,0,0,0,0,0,0,0,0,0,0,0,New York,United States of America,s
9952,Wisconsin State Police,wisconsin-state-police,approved,,,,,http://wisconsindot.gov/Pages/about-wisdot/who-we-are/dsp/loc-contact.aspx,,,,https://www.muckrock.com/agency/wisconsin-146/wisconsin-state-police-9952/,0,0,0,False,False,True,True,0,0,0,0,0,0,0,0,0,0,0,0,Wisconsin,United States of America,s
10596,Oklahoma State Election Board,oklahoma-state-election-board,approved,,,,,,,,,https://www.muckrock.com/agency/oklahoma-248/oklahoma-state-election-board-10596/,0,0,0,False,False,True,True,0,0,0,0,0,0,0,0,0,0,0,0,Oklahoma,United States of America,s
15730,State University System Of Florida,state-university-system-of-florida,approved,,,,,,,,,https://www.muckrock.com/agency/florida-34/state-university-system-of-florida-15730/,0,0,0,False,True,False,True,0,0,0,0,0,0,0,0,0,0,0,0,Florida,United States of America,s
17123,California State Polytechnic University Police Department,california-state-polytechnic-university-police-department,approved,,,,,,,,,https://www.muckrock.com/agency/pomona-3380/california-state-polytechnic-university-police-department-17123/,0,0,0,False,True,True,True,0,0,0,0,0,0,0,0,0,0,0,0,Pomona,California,l
17224,Wayne State University Office Of Institutional Research And Analysis,wayne-state-university-office-of-institutional-research-and-analysis,approved,,,,,,,,,https://www.muckrock.com/agency/detroit-314/wayne-state-university-office-of-institutional-research-and-analysis-17224/,0,0,0,False,True,False,True,0,0,0,0,0,0,0,0,0,0,0,0,Detroit,Michigan,l
17574,The Supior Court Of The State Of California County Of Madera Criminal Division,the-supior-court-of-the-state-of-california-county-of-madera-criminal-division,approved,,,,,,,,,https://www.muckrock.com/agency/madera-3309/the-supior-court-of-the-state-of-california-county-of-madera-criminal-division-17574/,0,0,0,False,True,False,True,0,0,0,0,0,0,0,0,0,0,0,0,Madera,California,l
17589,Arizona Secretary of State Business Services Division,arizona-secretary-state-business-services-division,approved,,,,,,,,,https://www.muckrock.com/agency/arizona-78/arizona-secretary-state-business-services-division-17589/,0,0,0,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,Arizona,United States of America,s
18514,State Of Ohio Board Of Pharmacy,state-of-ohio-board-of-pharmacy,approved,,,,,,,,,https://www.muckrock.com/agency/columbus-323/state-of-ohio-board-of-pharmacy-18514/,0,0,0,False,False,True,True,0,0,0,0,0,0,0,0,0,0,0,0,Columbus,Ohio,l
18593,California State Athletic Commission,california-state-athletic-commission,approved,,,,,,,,,https://www.muckrock.com/agency/sacramento-307/california-state-athletic-commission-18593/,0,0,0,False,True,True,True,0,0,0,0,0,0,0,0,0,0,0,0,Sacramento,California,l
18629,New Jersey State Police,new-jersey-state-police,approved,,,,,,,,,https://www.muckrock.com/agency/trenton-7254/new-jersey-state-police-18629/,0,0,0,False,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,Trenton,New Jersey,l
19219,Iowa State Patrol,iowa-state-police,approved,,,,,https://dps.iowa.gov/newsmedia,,,,https://www.muckrock.com/agency/iowa-246/iowa-state-police-19219/,0,0,0,False,True,False,True,0,0,0,0,0,0,0,0,0,0,0,0,Iowa,United States of America,s
19281,Statesboro Police Department,statesboro-police-department,approved,,,,,,,,,https://www.muckrock.com/agency/statesboro-5427/statesboro-police-department-19281/,0,0,0,False,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,Statesboro,Georgia,l
19371,Ball State University,ball-state-university,approved,,,,,https://www.bsu.edu/about/administrativeoffices/general-counsel/public-request-for-information,,,,https://www.muckrock.com/agency/muncie-12390/ball-state-university-19371/,0,0,0,False,True,True,True,0,0,0,0,0,0,0,0,0,0,0,0,Muncie,Indiana,l
19396,Michigan Bureau Of State Lottery,michigan-bureau-of-state-lottery,approved,,,,,,,,,https://www.muckrock.com/agency/lansing-310/michigan-bureau-of-state-lottery-19396/,0,0,0,False,True,True,True,0,0,0,0,0,0,0,0,0,0,0,0,Lansing,Michigan,l
